EmployeeID,Age,Department,DistanceFromHome,JobRole,MonthlyIncome,OverTime,YearsAtCompany,JobSatisfaction,WorkLifeBalance,NumCompaniesWorked,TotalWorkingYears,TrainingTimesLastYear,Attrition,PerformanceRating
E335,36,Sales,10,Sales Executive,5600,No,11,3,3,2,14,2,No,3
E336,29,Research & Development,14,Laboratory Technician,4100,Yes,6,2,2,2,7,2,No,3
E337,54,Sales,5,Manager,10500,No,28,4,4,4,34,5,No,4
E338,35,Human Resources,8,Human Resources,4800,Yes,10,2,2,3,12,2,Yes,3
E339,42,Research & Development,19,Research Scientist,7000,No,17,4,3,1,22,3,No,4
E340,26,Sales,4,Sales Representative,3500,Yes,4,1,1,1,5,1,Yes,2
E341,49,Sales,6,Sales Executive,8100,No,23,3,3,2,29,4,No,4
E342,33,Research & Development,9,Laboratory Technician,4900,Yes,8,2,2,1,11,2,No,3
E343,51,Human Resources,17,Manager,9500,No,24,4,3,5,30,4,No,4
E344,28,Sales,2,Sales Executive,3800,Yes,5,2,2,1,6,2,Yes,3
E345,40,Research & Development,13,Research Scientist,6500,No,15,4,3,1,20,3,No,4
E346,32,Sales,10,Sales Representative,4500,No,7,3,3,2,9,2,No,3
E347,45,Sales,3,Sales Executive,7400,No,20,4,3,3,25,4,No,4
E348,30,Research & Development,7,Laboratory Technician,4200,Yes,6,2,2,2,8,2,No,3
E349,53,Human Resources,11,Manager,10200,No,27,4,4,4,32,5,No,4
E350,34,Sales,5,Sales Representative,4700,Yes,9,2,1,1,11,2,Yes,3
E351,46,Research & Development,2,Research Scientist,7700,No,21,4,3,1,25,3,No,4
E352,37,Sales,12,Sales Executive,6000,Yes,12,3,2,2,16,3,Yes,3
E353,31,Research & Development,16,Laboratory Technician,4400,No,7,3,3,2,10,2,No,3
E354,48,Sales,7,Sales Executive,8200,No,22,4,4,4,28,4,No,4
E355,25,Human Resources,5,Human Resources,3600,Yes,4,1,1,2,5,1,Yes,2
E356,42,Sales,4,Sales Executive,6700,No,16,3,3,1,21,3,No,4
E357,29,Research & Development,13,Laboratory Technician,4100,Yes,6,2,2,3,8,2,No,3
E358,56,Sales,9,Manager,12000,No,32,4,4,2,38,5,No,4
E359,35,Research & Development,3,Research Scientist,5700,No,11,3,3,2,15,3,No,3
E360,51,Human Resources,16,Manager,9600,No,23,4,3,5,29,4,No,4
E361,33,Sales,11,Sales Executive,5400,Yes,9,2,2,1,13,3,Yes,3
E362,28,Research & Development,5,Research Scientist,4000,No,6,3,3,2,7,2,No,3
E363,44,Sales,2,Sales Executive,7000,No,18,4,3,1,23,3,No,4
E364,40,Research & Development,17,Laboratory Technician,5800,Yes,14,2,2,3,18,3,No,3
E365,52,Sales,13,Manager,9800,No,25,4,4,3,31,4,No,4
E366,26,Human Resources,7,Human Resources,3700,Yes,4,1,1,2,6,1,Yes,2
E367,37,Sales,9,Sales Representative,4900,No,11,4,3,1,15,2,No,3
E368,41,Research & Development,23,Research Scientist,6700,No,16,4,3,1,21,3,No,4
E369,33,Sales,6,Sales Executive,5100,Yes,8,2,2,2,11,2,Yes,3
E370,48,Research & Development,4,Laboratory Technician,6600,No,22,4,4,4,27,4,No,4
E371,30,Sales,11,Sales Executive,4800,Yes,7,2,2,1,8,2,Yes,3
E372,55,Research & Development,6,Manager,11000,No,30,4,3,2,35,5,No,4
E373,32,Human Resources,15,Human Resources,4300,Yes,6,1,1,3,10,2,Yes,2
E374,44,Sales,2,Sales Representative,6100,No,17,4,3,1,22,3,No,4
E375,36,Research & Development,9,Laboratory Technician,5200,Yes,10,2,2,2,14,2,No,3
E376,25,Sales,5,Sales Executive,3500,No,3,3,3,1,4,1,No,3
E377,49,Research & Development,12,Research Scientist,7800,No,24,4,3,3,28,4,No,4
E378,38,Human Resources,3,Human Resources,5300,Yes,12,2,2,2,16,3,Yes,3
E379,34,Sales,14,Sales Executive,5600,No,11,3,3,1,13,2,No,3
E380,51,Research & Development,19,Research Scientist,8300,No,22,4,4,4,30,3,No,4
E381,27,Sales,7,Sales Representative,3900,Yes,5,2,1,1,6,2,Yes,2
E382,46,Sales,4,Sales Executive,7300,No,20,4,3,2,25,4,No,4
E383,33,Research & Development,10,Laboratory Technician,5000,Yes,8,2,2,3,12,2,No,3
E384,29,Human Resources,6,Human Resources,4000,No,6,3,3,2,7,2,No,3
E385,54,Research & Development,2,Manager,10300,No,27,4,4,5,33,5,No,4
E386,40,Sales,21,Sales Executive,6200,Yes,13,2,2,1,19,3,Yes,3
E387,35,Research & Development,15,Research Scientist,5700,No,12,3,3,2,16,3,No,3
E388,23,Sales,9,Sales Representative,3100,Yes,2,1,1,1,2,1,Yes,2
E389,42,Human Resources,13,Manager,8000,No,18,4,3,3,24,4,No,4
E390,37,Research & Development,5,Laboratory Technician,5400,Yes,11,2,2,2,15,2,No,3
E391,50,Sales,11,Sales Executive,8400,No,23,3,3,4,28,3,No,4
E392,28,Sales,2,Sales Representative,3600,Yes,5,2,2,1,5,2,Yes,2
E393,45,Research & Development,7,Research Scientist,7200,No,19,4,4,1,23,3,No,4
E394,32,Human Resources,16,Human Resources,4500,Yes,7,1,1,3,11,2,Yes,2
E395,56,Sales,4,Manager,11900,No,32,4,4,2,36,5,No,4
E396,30,Research & Development,13,Laboratory Technician,4300,No,6,3,3,2,8,2,No,3
E397,39,Sales,6,Sales Executive,6000,Yes,12,2,2,1,17,3,Yes,3
E398,43,Research & Development,3,Research Scientist,6800,No,17,4,3,1,21,3,No,4
E399,26,Sales,10,Sales Representative,3400,Yes,4,1,1,1,4,1,Yes,2
E400,47,Human Resources,14,Manager,8900,No,22,4,4,4,26,4,No,4
E401,35,Sales,5,Sales Executive,5000,No,8,3,3,1,10,2,No,3
E402,40,Research & Development,15,Research Scientist,6200,No,12,4,3,2,18,3,No,4
E403,26,Sales,7,Sales Representative,3400,Yes,3,1,2,1,4,2,Yes,3
E404,45,Human Resources,4,Manager,8800,No,18,4,4,3,25,4,No,4
E405,32,Research & Development,9,Laboratory Technician,4900,Yes,7,2,2,4,11,2,No,3
E406,29,Sales,1,Sales Executive,4600,No,6,3,3,1,7,3,No,3
E407,38,Research & Development,20,Research Scientist,6000,Yes,10,2,2,2,15,2,Yes,3
E408,50,Sales,12,Sales Executive,7800,No,22,4,3,4,28,4,No,4
E409,24,Research & Development,5,Laboratory Technician,3200,Yes,2,1,1,1,2,2,Yes,2
E410,36,Human Resources,8,Human Resources,5000,No,10,4,3,2,14,3,No,3
E411,41,Sales,14,Sales Executive,6300,No,14,3,3,1,19,3,No,4
E412,27,Research & Development,3,Laboratory Technician,3800,Yes,4,2,2,2,6,2,No,3
E413,54,Sales,2,Manager,10800,No,28,4,4,3,34,5,No,4
E414,33,Sales,6,Sales Representative,4500,No,9,3,3,1,11,2,No,3
E415,30,Research & Development,10,Research Scientist,5300,Yes,7,2,2,1,9,2,Yes,3
E416,47,Human Resources,18,Manager,9200,No,21,4,3,5,29,4,No,4
E417,25,Sales,4,Sales Representative,3300,Yes,2,1,1,1,3,1,Yes,2
E418,43,Research & Development,7,Research Scientist,7100,No,16,4,4,2,22,3,No,4
E419,34,Sales,11,Sales Executive,5500,Yes,9,2,2,1,12,2,Yes,3
E420,52,Research & Development,1,Manager,10100,No,26,4,4,4,32,5,No,4
E421,28,Human Resources,5,Human Resources,3900,No,4,3,3,2,6,2,No,3
E422,39,Sales,13,Sales Executive,6100,Yes,12,2,2,1,18,3,Yes,3
E423,31,Research & Development,6,Laboratory Technician,4600,No,7,3,3,3,10,2,No,3
E424,55,Sales,9,Manager,11500,No,32,4,4,2,36,5,No,4
E425,23,Research & Development,12,Research Scientist,3100,Yes,1,1,1,1,1,1,Yes,2
E426,42,Sales,8,Sales Representative,5800,No,15,4,3,1,20,3,No,4
E427,37,Human Resources,3,Human Resources,5200,Yes,10,2,2,2,14,3,Yes,3
E428,49,Research & Development,10,Research Scientist,8200,No,22,4,4,3,27,3,No,4
E429,26,Sales,1,Sales Executive,3800,No,4,3,3,1,5,2,No,3
E430,44,Sales,15,Sales Executive,7000,No,18,4,3,2,23,4,No,4
E431,33,Research & Development,4,Laboratory Technician,4900,Yes,8,2,2,3,12,2,No,3
E432,51,Human Resources,6,Manager,9400,No,24,4,3,5,30,4,No,4
E433,30,Sales,11,Sales Representative,4200,Yes,5,2,1,1,7,2,Yes,3
E434,46,Research & Development,2,Research Scientist,7800,No,20,4,4,1,25,3,No,4
E435,35,Sales,9,Sales Executive,5400,No,10,3,3,2,13,2,No,3
E436,28,Research & Development,13,Laboratory Technician,4000,Yes,5,2,2,2,6,2,No,3
E437,53,Sales,4,Manager,10200,No,27,4,4,4,33,5,No,4
E438,34,Human Resources,7,Human Resources,4700,Yes,9,2,2,3,11,2,Yes,3
E439,41,Research & Development,18,Research Scientist,6800,No,16,4,3,1,21,3,No,4
E440,25,Sales,3,Sales Representative,3400,Yes,3,1,1,1,4,1,Yes,2
E441,48,Sales,5,Sales Executive,7900,No,22,3,3,2,28,4,No,4
E442,32,Research & Development,8,Laboratory Technician,4800,Yes,7,2,2,1,10,2,No,3
E443,50,Human Resources,16,Manager,9300,No,23,4,3,5,29,4,No,4
E444,27,Sales,1,Sales Executive,3700,Yes,4,2,2,1,5,2,Yes,3
E445,39,Research & Development,12,Research Scientist,6400,No,14,4,3,1,19,3,No,4
E446,31,Sales,9,Sales Representative,4400,No,6,3,3,2,8,2,No,3
E447,44,Sales,2,Sales Executive,7200,No,19,4,3,3,24,4,No,4
E448,29,Research & Development,6,Laboratory Technician,4100,Yes,5,2,2,2,7,2,No,3
E449,52,Human Resources,10,Manager,10000,No,26,4,4,4,31,5,No,4
E450,33,Sales,4,Sales Representative,4600,Yes,8,2,1,1,10,2,Yes,3
E451,45,Research & Development,1,Research Scientist,7500,No,20,4,3,1,24,3,No,4
E452,36,Sales,11,Sales Executive,5800,Yes,11,3,2,2,15,3,Yes,3
E453,30,Research & Development,15,Laboratory Technician,4300,No,6,3,3,2,9,2,No,3
E454,47,Sales,6,Sales Executive,8000,No,21,4,4,4,27,4,No,4
E455,24,Human Resources,4,Human Resources,3500,Yes,3,1,1,2,4,1,Yes,2
E456,41,Sales,3,Sales Executive,6500,No,15,3,3,1,20,3,No,4
E457,28,Research & Development,12,Laboratory Technician,4000,Yes,5,2,2,3,7,2,No,3
E458,55,Sales,8,Manager,11800,No,31,4,4,2,37,5,No,4
E459,34,Research & Development,2,Research Scientist,5600,No,10,3,3,2,14,3,No,3
E460,50,Human Resources,15,Manager,9400,No,22,4,3,5,28,4,No,4
E461,32,Sales,10,Sales Executive,5300,Yes,8,2,2,1,12,3,Yes,3
E462,27,Research & Development,4,Research Scientist,3900,No,5,3,3,2,6,2,No,3
E463,43,Sales,1,Sales Executive,6900,No,17,4,3,1,22,3,No,4
E464,39,Research & Development,16,Laboratory Technician,5700,Yes,13,2,2,3,17,3,No,3
E465,51,Sales,12,Manager,9600,No,24,4,4,3,30,4,No,4
E466,25,Human Resources,6,Human Resources,3600,Yes,3,1,1,2,5,1,Yes,2
E467,36,Sales,8,Sales Representative,4800,No,10,4,3,1,14,2,No,3
E468,40,Research & Development,22,Research Scientist,6600,No,15,4,3,1,20,3,No,4
E469,32,Sales,5,Sales Executive,5000,Yes,7,2,2,2,10,2,Yes,3
E470,47,Research & Development,3,Laboratory Technician,6500,No,21,4,4,4,26,4,No,4
E471,29,Sales,10,Sales Executive,4700,Yes,6,2,2,1,7,2,Yes,3
E472,54,Research & Development,5,Manager,10800,No,29,4,3,2,34,5,No,4
E473,31,Human Resources,14,Human Resources,4200,Yes,5,1,1,3,9,2,Yes,2
E474,43,Sales,1,Sales Representative,6000,No,16,4,3,1,21,3,No,4
E475,35,Research & Development,8,Laboratory Technician,5100,Yes,9,2,2,2,13,2,No,3
E476,24,Sales,4,Sales Executive,3400,No,2,3,3,1,3,1,No,3
E477,48,Research & Development,11,Research Scientist,7700,No,23,4,3,3,27,4,No,4
E478,37,Human Resources,2,Human Resources,5200,Yes,11,2,2,2,15,3,Yes,3
E479,33,Sales,13,Sales Executive,5500,No,10,3,3,1,12,2,No,3
E480,50,Research & Development,18,Research Scientist,8200,No,21,4,4,4,29,3,No,4
E481,26,Sales,6,Sales Representative,3800,Yes,4,2,1,1,5,2,Yes,2
E482,45,Sales,3,Sales Executive,7200,No,19,4,3,2,24,4,No,4
E483,32,Research & Development,9,Laboratory Technician,4900,Yes,7,2,2,3,11,2,No,3
E484,28,Human Resources,5,Human Resources,3900,No,5,3,3,2,6,2,No,3
E485,53,Research & Development,1,Manager,10200,No,26,4,4,5,32,5,No,4
E486,39,Sales,20,Sales Executive,6100,Yes,12,2,2,1,18,3,Yes,3
E487,34,Research & Development,14,Research Scientist,5600,No,11,3,3,2,15,3,No,3
E488,22,Sales,8,Sales Representative,3000,Yes,1,1,1,1,1,1,Yes,2
E489,41,Human Resources,12,Manager,7900,No,17,4,3,3,23,4,No,4
E490,36,Research & Development,4,Laboratory Technician,5300,Yes,10,2,2,2,14,2,No,3
E491,49,Sales,10,Sales Executive,8300,No,22,3,3,4,27,3,No,4
E492,27,Sales,1,Sales Representative,3500,Yes,4,2,2,1,4,2,Yes,2
E493,44,Research & Development,6,Research Scientist,7100,No,18,4,4,1,22,3,No,4
E494,31,Human Resources,15,Human Resources,4400,Yes,6,1,1,3,10,2,Yes,2
E495,55,Sales,3,Manager,11800,No,31,4,4,2,35,5,No,4
E496,29,Research & Development,12,Laboratory Technician,4200,No,5,3,3,2,7,2,No,3
E497,38,Sales,5,Sales Executive,5900,Yes,11,2,2,1,16,3,Yes,3
E498,42,Research & Development,2,Research Scientist,6700,No,16,4,3,1,20,3,No,4
E499,25,Sales,9,Sales Representative,3300,Yes,3,1,1,1,3,1,Yes,2
E500,46,Human Resources,13,Manager,8800,No,21,4,4,4,25,4,No,4
E501,34,Sales,5,Sales Executive,5200,No,7,3,3,1,10,2,No,3
E502,41,Research & Development,12,Research Scientist,6300,No,15,4,3,2,20,3,No,4
E503,28,Sales,8,Sales Representative,3500,Yes,4,1,2,1,5,2,Yes,3
E504,47,Human Resources,6,Manager,8900,No,19,4,4,3,26,4,No,4
E505,33,Research & Development,10,Laboratory Technician,5000,Yes,8,2,2,4,12,2,No,3
E506,30,Sales,2,Sales Executive,4800,No,6,3,3,1,8,3,No,3
E507,39,Research & Development,18,Research Scientist,6200,Yes,11,2,2,2,16,2,Yes,3
E508,51,Sales,14,Sales Executive,8000,No,24,4,3,4,30,4,No,4
E509,25,Research & Development,6,Laboratory Technician,3300,Yes,3,1,1,1,4,2,Yes,2
E510,37,Human Resources,9,Human Resources,5200,No,11,4,3,2,15,3,No,3
E511,42,Sales,15,Sales Executive,6500,No,16,3,3,1,21,3,No,4
E512,28,Research & Development,4,Laboratory Technician,3900,Yes,5,2,2,2,7,2,No,3
E513,55,Sales,1,Manager,12000,No,33,4,4,3,36,5,No,4
E514,34,Sales,7,Sales Representative,4700,No,10,3,3,1,12,2,No,3
E515,31,Research & Development,11,Research Scientist,5400,Yes,8,2,2,1,10,2,Yes,3
E516,48,Human Resources,20,Manager,9400,No,22,4,3,5,30,4,No,4
E517,26,Sales,5,Sales Representative,3400,Yes,3,1,1,1,4,1,Yes,2
E518,44,Research & Development,8,Research Scientist,7300,No,17,4,4,2,23,3,No,4
E519,35,Sales,12,Sales Executive,5600,Yes,10,2,2,1,13,2,Yes,3
E520,53,Research & Development,2,Manager,10300,No,27,4,4,4,33,5,No,4
E521,29,Human Resources,6,Human Resources,4000,No,5,3,3,2,7,2,No,3
E522,40,Sales,14,Sales Executive,6300,Yes,13,2,2,1,19,3,Yes,3
E523,32,Research & Development,7,Laboratory Technician,4700,No,8,3,3,3,11,2,No,3
E524,56,Sales,10,Manager,11800,No,34,4,4,2,38,5,No,4
E525,24,Research & Development,14,Research Scientist,3200,Yes,2,1,1,1,2,1,Yes,2
E526,43,Sales,9,Sales Representative,5900,No,16,4,3,1,21,3,No,4
E527,38,Human Resources,4,Human Resources,5400,Yes,11,2,2,2,15,3,Yes,3
E528,50,Research & Development,11,Research Scientist,8400,No,23,4,4,3,28,3,No,4
E529,27,Sales,2,Sales Executive,3900,No,5,3,3,1,6,2,No,3
E530,45,Sales,16,Sales Executive,7200,No,19,4,3,2,24,4,No,4
E531,34,Research & Development,5,Laboratory Technician,5000,Yes,9,2,2,3,13,2,No,3
E532,52,Human Resources,7,Manager,9600,No,25,4,3,5,31,4,No,4
E533,31,Sales,12,Sales Representative,4300,Yes,6,2,1,1,8,2,Yes,3
E534,47,Research & Development,3,Research Scientist,7900,No,21,4,4,1,26,3,No,4
E535,36,Sales,10,Sales Executive,5600,No,11,3,3,2,14,2,No,3
E536,29,Research & Development,14,Laboratory Technician,4100,Yes,6,2,2,2,7,2,No,3
E537,54,Sales,5,Manager,10500,No,28,4,4,4,34,5,No,4
E538,35,Human Resources,8,Human Resources,4800,Yes,10,2,2,3,12,2,Yes,3
E539,42,Research & Development,19,Research Scientist,7000,No,17,4,3,1,22,3,No,4
E540,26,Sales,4,Sales Representative,3500,Yes,4,1,1,1,5,1,Yes,2
E541,49,Sales,6,Sales Executive,8100,No,23,3,3,2,29,4,No,4
E542,33,Research & Development,9,Laboratory Technician,4900,Yes,8,2,2,1,11,2,No,3
E543,51,Human Resources,17,Manager,9500,No,24,4,3,5,30,4,No,4
E544,28,Sales,2,Sales Executive,3800,Yes,5,2,2,1,6,2,Yes,3
E545,40,Research & Development,13,Research Scientist,6500,No,15,4,3,1,20,3,No,4
E546,32,Sales,10,Sales Representative,4500,No,7,3,3,2,9,2,No,3
E547,45,Sales,3,Sales Executive,7400,No,20,4,3,3,25,4,No,4
E548,30,Research & Development,7,Laboratory Technician,4200,Yes,6,2,2,2,8,2,No,3
E549,53,Human Resources,11,Manager,10200,No,27,4,4,4,32,5,No,4
E550,34,Sales,5,Sales Representative,4700,Yes,9,2,1,1,11,2,Yes,3
E551,46,Research & Development,2,Research Scientist,7700,No,21,4,3,1,25,3,No,4
E552,37,Sales,12,Sales Executive,6000,Yes,12,3,2,2,16,3,Yes,3
E553,31,Research & Development,16,Laboratory Technician,4400,No,7,3,3,2,10,2,No,3
E554,48,Sales,7,Sales Executive,8200,No,22,4,4,4,28,4,No,4
E555,25,Human Resources,5,Human Resources,3600,Yes,4,1,1,2,5,1,Yes,2
E556,42,Sales,4,Sales Executive,6700,No,16,3,3,1,21,3,No,4
E557,29,Research & Development,13,Laboratory Technician,4100,Yes,6,2,2,3,8,2,No,3
E558,56,Sales,9,Manager,12000,No,32,4,4,2,38,5,No,4
E559,35,Research & Development,3,Research Scientist,5700,No,11,3,3,2,15,3,No,3
E560,51,Human Resources,16,Manager,9600,No,23,4,3,5,29,4,No,4
E561,33,Sales,11,Sales Executive,5400,Yes,9,2,2,1,13,3,Yes,3
E562,28,Research & Development,5,Research Scientist,4000,No,6,3,3,2,7,2,No,3
E563,44,Sales,2,Sales Executive,7000,No,18,4,3,1,23,3,No,4
E564,40,Research & Development,17,Laboratory Technician,5800,Yes,14,2,2,3,18,3,No,3
E565,52,Sales,13,Manager,9800,No,25,4,4,3,31,4,No,4
E566,26,Human Resources,7,Human Resources,3700,Yes,4,1,1,2,6,1,Yes,2
E567,37,Sales,9,Sales Representative,4900,No,11,4,3,1,15,2,No,3
E568,41,Research & Development,23,Research Scientist,6700,No,16,4,3,1,21,3,No,4
E569,33,Sales,6,Sales Executive,5100,Yes,8,2,2,2,11,2,Yes,3
E570,48,Research & Development,4,Laboratory Technician,6600,No,22,4,4,4,27,4,No,4
E571,30,Sales,11,Sales Executive,4800,Yes,7,2,2,1,8,2,Yes,3
E572,55,Research & Development,6,Manager,11000,No,30,4,3,2,35,5,No,4
E573,32,Human Resources,15,Human Resources,4300,Yes,6,1,1,3,10,2,Yes,2
E574,44,Sales,2,Sales Representative,6100,No,17,4,3,1,22,3,No,4
E575,36,Research & Development,9,Laboratory Technician,5200,Yes,10,2,2,2,14,2,No,3
E576,25,Sales,5,Sales Executive,3500,No,3,3,3,1,4,1,No,3
E577,49,Research & Development,12,Research Scientist,7800,No,24,4,3,3,28,4,No,4
E578,38,Human Resources,3,Human Resources,5300,Yes,12,2,2,2,16,3,Yes,3
E579,34,Sales,14,Sales Executive,5600,No,11,3,3,1,13,2,No,3
E580,51,Research & Development,19,Research Scientist,8300,No,22,4,4,4,30,3,No,4
E581,27,Sales,7,Sales Representative,3900,Yes,5,2,1,1,6,2,Yes,2
E582,46,Sales,4,Sales Executive,7300,No,20,4,3,2,25,4,No,4
E583,33,Research & Development,10,Laboratory Technician,5000,Yes,8,2,2,3,12,2,No,3
E584,29,Human Resources,6,Human Resources,4000,No,6,3,3,2,7,2,No,3
E585,54,Research & Development,2,Manager,10300,No,27,4,4,5,33,5,No,4
E586,40,Sales,21,Sales Executive,6200,Yes,13,2,2,1,19,3,Yes,3
E587,35,Research & Development,15,Research Scientist,5700,No,12,3,3,2,16,3,No,3
E588,23,Sales,9,Sales Representative,3100,Yes,2,1,1,1,2,1,Yes,2
E589,42,Human Resources,13,Manager,8000,No,18,4,3,3,24,4,No,4
E590,37,Research & Development,5,Laboratory Technician,5400,Yes,11,2,2,2,15,2,No,3
E591,50,Sales,11,Sales Executive,8400,No,23,3,3,4,28,3,No,4
E592,28,Sales,2,Sales Representative,3600,Yes,5,2,2,1,5,2,Yes,2
E593,45,Research & Development,7,Research Scientist,7200,No,19,4,4,1,23,3,No,4
E594,32,Human Resources,16,Human Resources,4500,Yes,7,1,1,3,11,2,Yes,2
E595,56,Sales,4,Manager,11900,No,32,4,4,2,36,5,No,4
E596,30,Research & Development,13,Laboratory Technician,4300,No,6,3,3,2,8,2,No,3
E597,39,Sales,6,Sales Executive,6000,Yes,12,2,2,1,17,3,Yes,3
E598,43,Research & Development,3,Research Scientist,6800,No,17,4,3,1,21,3,No,4
E599,26,Sales,10,Sales Representative,3400,Yes,4,1,1,1,4,1,Yes,2
E600,47,Human Resources,14,Manager,8900,No,22,4,4,4,26,4,No,4
E601,31,Sales,9,Sales Executive,4950,No,6,3,3,1,8,2,No,3
E602,52,Research & Development,2,Manager,10500,No,25,4,3,3,32,3,No,4
E603,24,Sales,12,Sales Representative,3150,Yes,2,1,2,1,2,2,Yes,3
E604,43,Human Resources,6,Manager,8300,No,15,3,4,2,22,3,No,4
E605,37,Research & Development,4,Laboratory Technician,4900,Yes,10,2,2,4,15,2,No,3
E606,29,Sales,1,Sales Executive,4700,No,7,4,3,1,7,3,No,3
E607,33,Research & Development,18,Research Scientist,5950,Yes,8,2,1,2,11,1,Yes,2
E608,48,Sales,10,Sales Executive,7200,No,12,3,3,3,25,2,No,4
E609,22,Research & Development,3,Laboratory Technician,2950,Yes,1,1,1,1,1,2,Yes,2
E610,39,Human Resources,5,Human Resources,5200,No,10,4,3,2,15,3,No,3
E611,45,Research & Development,25,Research Scientist,6900,No,18,3,2,1,23,4,No,4
E612,31,Sales,7,Sales Executive,5000,Yes,6,2,2,2,9,2,Yes,3
E613,27,Sales,2,Sales Representative,3450,No,3,3,3,1,4,2,No,3
E614,55,Research & Development,1,Manager,11200,No,30,4,4,2,35,3,No,4
E615,36,Human Resources,8,Human Resources,4750,Yes,5,2,1,3,12,2,Yes,3
E616,41,Sales,14,Sales Executive,6250,No,15,3,3,4,20,3,No,4
E617,28,Research & Development,5,Laboratory Technician,3950,No,4,4,3,1,6,2,No,3
E618,34,Sales,20,Sales Executive,5350,Yes,9,2,2,2,13,1,Yes,3
E619,50,Research & Development,11,Research Scientist,8600,No,22,4,3,5,28,3,No,4
E620,25,Sales,4,Sales Representative,3250,Yes,2,1,1,1,3,2,Yes,2
E621,38,Research & Development,9,Laboratory Technician,5650,No,12,3,3,2,16,2,No,3
E622,46,Human Resources,2,Manager,9000,No,18,4,4,3,24,4,No,4
E623,32,Sales,15,Sales Executive,5100,Yes,7,2,2,1,10,2,Yes,3
E624,29,Research & Development,3,Research Scientist,4150,No,5,3,3,2,7,3,No,3
E625,42,Sales,8,Sales Executive,6450,No,14,4,3,1,21,3,No,4
E626,35,Research & Development,12,Laboratory Technician,5250,Yes,8,2,2,4,13,2,No,3
E627,53,Sales,6,Manager,9900,No,25,4,3,3,32,5,No,4
E628,27,Human Resources,4,Human Resources,3650,Yes,3,1,1,2,5,1,Yes,2
E629,30,Sales,10,Sales Representative,4250,No,6,3,3,1,8,2,No,3
E630,44,Research & Development,7,Research Scientist,7250,No,19,4,4,2,22,3,No,4
E631,33,Sales,5,Sales Executive,5200,Yes,9,2,2,3,11,2,Yes,3
E632,26,Research & Development,1,Laboratory Technician,3750,No,4,3,3,1,4,2,No,3
E633,49,Human Resources,13,Manager,8600,No,21,4,3,5,27,4,No,4
E634,37,Sales,11,Sales Executive,5850,Yes,11,3,2,2,14,3,Yes,3
E635,40,Research & Development,19,Research Scientist,6350,No,16,4,3,1,20,3,No,4
E636,24,Sales,2,Sales Representative,3350,Yes,3,2,1,1,3,1,Yes,2
E637,47,Sales,8,Sales Executive,7850,No,20,3,4,4,26,3,No,4
E638,31,Research & Development,4,Laboratory Technician,4450,No,7,3,3,2,10,2,No,3
E639,51,Human Resources,16,Manager,9300,No,24,4,3,3,29,4,No,4
E640,28,Sales,12,Sales Executive,4150,Yes,5,2,2,2,6,1,Yes,3
E641,35,Research & Development,3,Research Scientist,5450,No,10,4,3,1,13,2,No,4
E642,43,Sales,17,Sales Executive,6750,No,15,3,3,2,22,3,No,4
E643,26,Human Resources,5,Human Resources,3850,Yes,4,1,1,3,5,2,Yes,2
E644,39,Sales,6,Sales Representative,4950,No,9,4,3,0,12,2,No,3
E645,32,Research & Development,1,Laboratory Technician,4650,Yes,6,2,2,2,9,3,Yes,3
E646,54,Sales,9,Manager,10600,No,28,4,4,4,33,4,No,4
E647,23,Research & Development,14,Research Scientist,3250,Yes,1,2,1,1,2,1,Yes,3
E648,41,Sales,2,Sales Executive,6150,No,13,3,3,2,19,3,No,4
E649,36,Human Resources,10,Human Resources,5050,No,8,4,3,3,14,2,No,3
E650,30,Research & Development,5,Laboratory Technician,4350,Yes,6,2,2,2,8,2,No,3
E651,48,Sales,15,Sales Executive,7650,No,22,4,3,3,27,4,No,4
E652,25,Sales,3,Sales Representative,3450,Yes,3,1,1,1,4,1,Yes,2
E653,44,Research & Development,12,Research Scientist,7350,No,17,3,3,1,22,3,No,4
E654,33,Human Resources,7,Human Resources,4650,Yes,7,2,2,3,11,2,Yes,3
E655,52,Sales,4,Manager,9950,No,26,4,4,5,31,5,No,4
E656,29,Research & Development,2,Laboratory Technician,4050,No,5,3,3,2,7,2,No,3
E657,37,Sales,18,Sales Executive,5950,Yes,10,2,1,2,15,3,Yes,3
E658,40,Research & Development,6,Research Scientist,6450,No,14,4,3,1,18,3,No,4
E659,27,Sales,1,Sales Representative,3650,Yes,4,1,2,1,5,2,Yes,2
E660,45,Human Resources,9,Manager,8800,No,19,4,4,4,24,4,No,4
E661,31,Research & Development,13,Laboratory Technician,4550,Yes,6,2,2,3,9,2,No,3
E662,49,Sales,5,Sales Executive,8150,No,23,3,3,2,28,4,No,4
E663,24,Research & Development,8,Research Scientist,3350,Yes,2,1,1,1,2,1,Yes,2
E664,38,Human Resources,12,Human Resources,5350,No,11,4,3,2,16,3,No,3
E665,34,Sales,3,Sales Executive,5250,Yes,8,2,2,1,11,2,Yes,3
E666,42,Research & Development,20,Research Scientist,6950,No,16,4,3,3,21,3,No,4
E667,26,Sales,11,Sales Representative,3750,No,4,3,3,1,5,2,No,3
E668,55,Sales,2,Manager,11600,No,32,4,4,2,36,5,No,4
E669,30,Research & Development,7,Laboratory Technician,4150,Yes,6,2,1,2,8,2,Yes,3
E670,46,Human Resources,15,Manager,9100,No,20,4,3,5,26,4,No,4
