team_a_rank,team_b_rank,team_a_form,team_b_form,is_home_a,h2h_wins_a,injured_a,injured_b,attack_a,defense_a,attack_b,defense_b,goals_scored_last5_a,goals_conceded_last5_a,goals_scored_last5_b,goals_conceded_last5_b,weather_favorable_a,match_date,crowd_size,referee_experience,match_outcome
10,24,-0.6523979190095824,0.2722317474079267,0,3,0.0,1,73.77977735404554,73.89787511528579,82.71028699126876,70.55816961473894,10,6,6,3,0,2029-12-31,25497,9,2
50,69,,0.43211416532507396,1,2,1.0,1,60.9325331301868,64.4407812788029,55.33148233668339,53.726825805928264,7,5,5,7,0,2030-01-01,30254,12,0
54,35,0.8348171586675873,-0.1681137742177196,1,4,1.0,0,83.41771407199471,95.0,73.72655919368101,47.129198381267585,7,4,3,8,1,2030-01-02,37061,12,2
63,45,-0.2356062433638822,1.271919995586886,1,5,1.0,2,88.42951405988154,80.42653022217571,69.30161273414949,73.23021411467863,5,4,7,3,0,2030-01-03,31087,9,2
34,69,0.47371080490757145,1.932582008504309,1,2,0.0,2,80.4569238884418,69.82956250096022,70.28957285592034,54.384673665581786,3,2,4,3,1,2030-01-04,22098,8,2
51,25,0.5068269113778173,-2.2934262786165016,1,2,1.0,0,,66.10203807669293,75.57313796618556,58.658482176310066,5,5,9,4,0,2030-01-05,9772,6,2
36,72,1.269953488955102,0.8148183749915112,1,4,0.0,0,73.26812450117866,85.30124231688801,71.94966363349573,83.10886006791434,7,5,5,3,1,2030-01-06,43548,13,0
53,46,-1.2082577416210247,-0.8945038098511853,0,2,3.0,0,55.48108936896918,89.92451826438165,62.99866675374336,73.18036201136582,7,6,5,1,1,2030-01-07,40452,11,1
36,32,0.9190156625197566,-2.592808453869774,0,1,1.0,0,53.44088682094831,60.75504104393648,56.147609909335046,61.02367168889187,7,7,5,4,1,2030-01-08,24334,10,2
43,46,0.016461622438046965,0.5170182564641927,0,1,1.0,2,54.791987279140145,57.495078823206235,55.06435287920041,74.84709582762675,6,8,8,9,0,2030-01-09,26190,7,2
35,39,-0.3781245803695937,0.5192734974998787,1,2,0.0,1,66.2796528112765,72.46443039569245,95.0,49.7164384371667,5,5,5,7,1,2030-01-10,20844,3,2
59,56,-1.1492505191902824,0.6801271750618841,1,4,1.0,2,63.200648069160415,67.1899251536448,81.61831851051576,95.0,7,5,5,3,0,2030-01-11,45509,10,0
62,40,0.6065908615428617,0.37102787790352465,1,4,0.0,1,62.65568224595111,55.03457860726384,79.10129728812036,53.12618325736186,5,10,1,4,1,2030-01-12,34768,13,2
46,21,-0.9222245213338853,0.8750252232836752,1,1,1.0,2,68.22081545873112,63.67334957541956,60.281360617999795,58.85882543970702,8,5,4,3,1,2030-01-13,16355,7,2
50,46,0.517806586977143,-0.6030488013442444,1,2,1.0,3,94.98605110094577,60.4354520359597,72.63214135176727,75.21958458104498,11,5,9,4,1,2030-01-14,43013,2,2
28,29,1.9278307729671322,0.2633343891549184,1,1,1.0,0,90.24741743957867,62.36904994165918,89.81614047198606,83.97912843467344,3,4,9,4,1,2030-01-15,20654,9,2
45,53,0.9799770403593283,0.6981662684285692,1,6,2.0,3,86.41323451091583,82.40791246113673,78.6573041588396,53.36093881442515,4,8,10,0,0,2030-01-16,23536,11,2
49,32,1.391434325150649,1.3529561225593763,1,3,2.0,3,62.22109284341243,81.52632075126738,55.22204860711712,71.90581452998083,4,6,10,3,1,2030-01-17,28597,7,2
89,42,,0.04384547275213377,0,1,0.0,2,56.6592631539736,95.0,61.877374429087936,62.64283872435877,5,9,5,5,0,2030-01-18,15854,8,2
33,52,,-0.21379556529750984,1,1,0.0,0,87.67317132312148,48.08557825266904,63.06973315776914,47.57347365431528,4,6,1,2,1,2030-01-19,31119,9,2
71,46,-1.1442149551363905,-0.05523889451766535,0,0,1.0,0,52.77686112569539,80.92905745087289,60.202157315704966,55.471770322647245,4,6,3,4,1,2030-01-20,27256,10,2
64,53,-0.23348290257461402,-1.1935931054460889,0,3,1.0,1,62.46817424199287,87.51370107236073,74.12297514376257,61.63175925532545,3,7,7,3,1,2030-01-21,33934,6,2
54,60,1.74127205621912,0.769624285721292,0,3,1.0,0,80.63911952254276,51.60790761801978,59.22095759579757,71.50128649979052,9,7,7,5,1,2030-01-22,27432,11,2
76,32,-0.6078422064264841,-1.4573169067983724,1,1,1.0,0,64.78626961057911,40.0,86.31062482191862,61.282025235175084,5,3,6,3,0,2030-01-23,30319,4,2
55,49,1.1113561841730932,0.39096410303736256,0,2,1.0,3,84.95464116138305,56.530993292889804,87.25667885962619,65.26808767873098,9,4,4,4,0,2030-01-24,30565,9,2
55,1,1.015646732999715,0.08457422225945421,1,0,0.0,0,58.82573858775677,54.3018274495037,69.80987150223079,50.16494071196999,4,7,5,2,0,2030-01-25,24280,13,2
49,53,1.074741250220838,-1.5509725654172264,0,1,1.0,0,63.43568309710599,63.78273713296253,59.23094624136623,68.21919758787774,3,2,10,3,1,2030-01-26,15667,8,2
68,45,-1.2670019761212727,-1.493946101731796,1,5,0.0,1,45.24960023466308,88.46188549466937,72.57988134983111,48.406869946265495,5,8,10,5,1,2030-01-27,36276,12,2
66,35,0.5252009660156798,-0.8536914729797622,1,2,3.0,2,74.92129265555775,48.737931976608905,52.06842891059908,83.72644083463668,5,4,5,7,1,2030-01-28,28321,12,2
40,54,-0.1565985659168632,-0.34394197749526956,0,3,0.0,2,40.0,64.27353258773059,62.06131115261098,80.94151136389192,6,6,8,2,1,2030-01-29,17753,12,0
30,67,1.0884968575291116,1.4804792816514143,0,1,1.0,1,52.291616180484255,68.46157422922253,65.84629764394309,64.07747770009983,4,3,3,3,1,2030-01-30,24898,10,1
46,42,-1.6550003997268452,-0.11073516632879911,1,6,1.0,0,79.84570156169282,87.79076083966751,70.1261329052237,95.0,8,6,8,2,1,2030-01-31,30519,8,2
37,35,0.3677878890656031,0.5464869356719159,1,3,0.0,2,79.69855465131008,73.18389804635298,60.7302427367703,68.4969396303043,7,8,9,4,0,2030-02-01,24154,12,2
49,52,0.22637520284006693,1.2666053772781058,1,3,0.0,0,65.3339097027819,75.39857493634,71.75404438151494,86.11913606419706,11,7,3,5,1,2030-02-02,19786,13,1
68,29,-1.9901167372489352,1.0731672911525973,1,4,2.0,0,60.44733231034157,76.67985478123711,77.48719633455592,89.71995681584758,6,3,6,5,0,2030-02-03,17872,9,2
43,40,-0.8854203560949772,-0.0070597128706472384,1,3,1.0,0,56.91778769107036,60.56002024031126,68.82878009515835,68.96507508520317,5,8,7,11,1,2030-02-04,21972,10,2
49,68,-1.830152213116851,-0.7055252755467194,1,6,2.0,2,57.27726970603687,71.03481247766024,72.59782536309442,52.68646321431708,5,1,4,3,1,2030-02-05,26972,14,2
50,50,-0.7263553019229068,0.4988545596943527,1,3,1.0,2,80.3149590035797,75.34287140509174,68.5585470993777,67.25493614599026,3,6,3,6,1,2030-02-06,40107,7,2
62,21,0.5492170846651478,-0.68557181853682,0,1,1.0,2,43.36542444111976,64.4786521984826,82.11677581711473,60.427638626647536,4,1,6,7,1,2030-02-07,37890,7,2
16,23,0.1953655756486076,1.8148046525224815,1,3,3.0,0,76.01113638791702,56.18072029470382,95.0,78.0522073065543,2,8,10,6,1,2030-02-08,33863,8,0
40,52,0.16940008059354883,0.8677984994352393,1,3,0.0,2,87.87092603387512,75.50092588935317,54.32687247699751,70.97072684556318,6,7,8,0,0,2030-02-09,27559,5,2
53,62,-1.0397481089313825,0.20869630408367235,1,2,1.0,0,64.63171163180085,63.04581084814093,72.02188632232172,59.7644660276483,3,5,12,5,1,2030-02-10,20468,10,0
68,25,1.1204504915105322,0.5126717660618848,0,2,2.0,1,81.50824636987136,84.31372788287439,63.296354815018546,87.89505592386855,2,4,1,5,1,2030-02-11,28937,8,2
42,56,-0.018819678361340055,0.1782864895135976,1,3,0.0,1,73.99301381141736,48.412741797058146,67.80957994788292,86.02768746670598,9,5,9,4,0,2030-02-12,46598,7,0
21,69,0.033703812257508486,-0.3683296299136234,1,1,0.0,0,87.33470273788771,80.3914783863515,65.1252311632552,63.719781357348324,3,5,0,7,0,2030-02-13,15885,11,2
59,78,0.9403995689461305,0.498609928239584,0,2,1.0,1,95.0,74.03816427823232,58.69646797772139,60.54763813152214,5,7,9,4,0,2030-02-14,28705,7,2
40,54,-0.9913457476925386,-0.2428919003171873,1,2,,2,85.08388485434051,77.95264585618513,71.86268852872766,52.778403877931964,1,4,6,5,1,2030-02-15,42958,7,2
32,57,0.22854776987192307,1.9366884324375568,0,1,1.0,0,40.0,51.83324581357611,87.55948492192896,60.12486207303409,3,3,6,7,1,2030-02-16,42522,14,0
40,18,0.4234624916014198,-0.6927034002684951,1,3,,0,,59.1459607072469,59.24223566030967,58.43060279874463,3,5,5,4,0,2030-02-17,44342,8,2
47,81,-0.5455681502938481,0.5087974252632415,0,0,1.0,0,69.93600217993198,87.22668955359838,58.478419012300584,67.91057497092297,5,5,7,2,1,2030-02-18,31538,9,0
40,41,0.6523733807597761,-0.7827264930341773,0,1,1.0,0,48.09040913239619,85.23062993135039,48.36689632674059,43.95895172229266,9,9,5,4,0,2030-02-19,32339,12,2
16,35,0.4771231706295671,-0.7931641335333789,0,2,1.0,0,74.83198611194896,95.0,56.611243928585495,57.819620060512,10,7,8,4,0,2030-02-20,41125,10,2
63,46,-0.10117671227742496,-1.7860898641824954,1,1,1.0,2,67.76837467409113,71.70101296073966,88.03484405301484,46.86894066015162,9,3,9,4,0,2030-02-21,25395,9,2
69,72,-0.13215089013486142,0.4114751047730993,1,7,2.0,2,92.30289086808466,72.14729375745003,95.0,76.24903884035956,5,4,6,5,1,2030-02-22,27645,14,2
59,83,0.5235476578713052,-0.5324659110452589,0,5,1.0,0,80.19640817752176,78.23028394966582,89.95165770948383,77.87473265178589,15,7,8,6,1,2030-02-23,30447,14,0
32,51,0.7884710400131903,1.083389518816319,0,1,1.0,0,57.31162689999088,72.89245983127392,75.56543946912956,80.35431029946841,5,10,4,5,0,2030-02-24,23690,12,0
46,64,0.06289991740664033,0.41329539261685405,1,2,1.0,1,79.8842481139402,67.45636449550949,71.87878521915619,77.27300164543692,3,7,1,6,0,2030-02-25,22695,7,1
49,50,1.1201894604068467,0.14822465802930038,1,3,2.0,0,76.52156171361213,79.46462250165936,82.94612233509605,60.34688122959637,4,4,4,4,1,2030-02-26,40326,9,2
58,34,0.6585259624305833,-1.4104987739842465,0,5,4.0,0,69.74782285489376,61.970668564288815,67.75737834454213,59.944525727995014,2,2,4,5,0,2030-02-27,32893,7,2
60,72,-1.788463949726815,0.5849053048679346,0,4,0.0,0,62.011260071318,87.39757046755531,71.70375587764453,78.46860942155386,8,4,3,5,0,2030-02-28,26009,15,0
38,40,,-0.6621461519194501,0,6,2.0,0,81.8516592200488,49.34745523252853,41.8030985770756,42.309119195281525,3,9,12,10,0,2030-03-01,27626,9,2
51,73,1.1822352190216612,-1.432838696151378,1,3,1.0,0,,67.7070533648431,95.0,76.88343887235588,5,5,3,2,0,2030-03-02,28884,10,1
56,69,-0.24677313147089774,0.43051347952881786,0,0,2.0,1,82.0192195976587,47.3317906100076,75.19164559258523,72.9930516084888,8,5,9,0,0,2030-03-03,25079,9,0
71,59,0.16417582279747392,-1.2582926205241107,0,2,2.0,2,67.05505308788351,74.1908831320528,89.01790633931438,77.83044244081213,3,3,7,4,0,2030-03-04,23945,4,0
60,77,1.1392905176591448,-2.0911247003690248,0,4,0.0,2,,78.45026729459416,58.06036718229889,47.309587571332855,4,9,10,4,0,2030-03-05,28324,8,2
61,83,-0.00641121737184105,1.2971344548031731,1,4,1.0,1,94.55047576111124,79.30138738646907,71.23079659977248,65.56566326880446,7,2,4,5,0,2030-03-06,32522,10,2
51,47,0.03726760958934886,-0.5607320028559994,1,0,0.0,2,84.9218733675645,54.12618549892943,67.7054308147366,53.08167340243158,4,5,8,3,0,2030-03-07,14965,8,2
71,37,-0.868729232791729,-1.7444880584627906,1,6,1.0,1,76.56544630422543,79.21860407688902,46.82078747420592,83.69397988722588,6,3,7,8,1,2030-03-08,17825,8,2
56,22,0.3699945072275205,-0.9625918106764075,1,3,0.0,1,89.44100857195653,63.31353382932723,73.5649539873558,90.83872690664306,9,7,2,5,1,2030-03-09,27382,8,2
37,83,0.5865122189668235,-0.7210515970716772,1,7,2.0,1,,61.18992173104128,78.46054643206925,69.4449822878076,4,7,4,7,1,2030-03-10,10868,7,0
71,43,-0.5778818370028561,1.1442272902939772,1,2,0.0,0,95.0,52.491869828699706,86.90835975259061,95.0,4,4,8,2,0,2030-03-11,26520,9,1
60,67,-0.9220213783058668,-1.6629677600826385,0,4,0.0,0,87.08778328699128,49.866531938283124,78.37619979182033,56.941073800207896,8,2,5,4,1,2030-03-12,5652,13,2
43,38,2.6262892551952284,-1.3389062817493245,1,5,1.0,0,44.58779211850754,76.7241024188222,74.75889889286535,74.93527723151367,4,3,11,9,1,2030-03-13,22356,10,0
42,73,-0.09290846984828297,0.9804029948857341,1,7,1.0,0,63.162141938394406,64.25492178019125,61.39419583944532,73.40912217409588,5,6,5,5,0,2030-03-14,32073,14,0
54,39,-0.6836923396092914,-0.44973279557851237,1,2,0.0,0,58.94443687524651,64.3930440941039,60.106635426627484,68.96005981807181,9,2,4,2,1,2030-03-15,15056,12,2
56,32,0.7065864452922617,0.22795273801134772,0,4,2.0,2,67.826460434853,66.98206422512368,83.63716612035591,62.98101663589268,4,2,10,5,1,2030-03-16,24287,11,2
52,46,-0.050794035227891964,-0.49092533006785505,0,2,1.0,1,87.40765236052351,71.38169765009162,87.827889901937,63.84367716453412,9,4,9,8,0,2030-03-17,30764,12,2
54,42,-1.0857663232621033,2.0205701568219876,1,4,1.0,1,57.428547191076774,53.83327346394996,81.7397819547102,83.5344298005657,7,11,4,1,0,2030-03-18,10312,11,0
75,58,0.4830535716514451,-1.2896951559203962,1,2,0.0,0,71.32893106396392,71.11773752914627,57.3184790477287,65.741609291292,6,2,3,7,1,2030-03-19,9077,10,2
66,49,-0.8531209690758187,0.2821156672782423,1,2,0.0,0,93.52143232818838,62.64888163764709,75.60348292818679,40.0,8,7,8,2,1,2030-03-20,16020,11,2
52,59,1.5764580021556338,1.5029565872574153,1,4,0.0,1,58.73309351215134,95.0,50.13629368286083,82.20172685515362,4,2,4,9,1,2030-03-21,31919,10,2
64,45,0.4945046297524024,-0.37498601027326617,0,2,0.0,2,55.735493067266276,78.70812712375584,89.9516422394638,88.80567448621986,8,9,2,2,0,2030-03-22,9786,13,2
34,40,-0.2768804245260839,-0.7537740554091886,0,4,,2,65.02151323583952,71.8986743593624,50.998304297115006,40.0,3,8,4,4,1,2030-03-23,29321,6,2
55,41,0.10934701802211301,0.7671030308171415,0,3,1.0,0,40.0,40.0,58.468595025001264,78.04525844524241,5,5,6,7,1,2030-03-24,42454,10,0
77,80,0.9032881210981933,1.0040648102763774,0,3,0.0,1,54.35108175304008,40.0,92.42052160426441,85.44174917602928,8,9,9,9,1,2030-03-25,46586,10,0
46,53,0.18596125356079854,-0.7999036849913026,1,2,1.0,0,55.740298000321744,47.76043690530186,78.17272802906817,65.7963048044593,6,5,10,7,1,2030-03-26,51888,6,0
37,20,2.1221094572335484,1.462196593905437,0,3,0.0,1,40.0,95.0,58.47398235657134,43.921555842717865,8,6,4,10,0,2030-03-27,14717,6,2
40,42,1.1358675163955245,0.051221092147888336,0,6,0.0,1,65.56818001920436,84.22512048420784,70.88115457882229,58.996037882546,2,3,7,2,1,2030-03-28,22663,13,2
33,51,0.4876073675611219,0.5087612961282669,0,1,3.0,4,71.18938891678485,68.12077379349155,95.0,74.76891083478144,7,3,4,6,1,2030-03-29,14634,6,0
38,77,-0.9369858735084841,1.4882811905395124,0,3,0.0,0,62.318929649580305,84.64188851485844,67.31001455175875,63.68602298761201,8,10,6,9,0,2030-03-30,36541,11,0
44,65,-0.14688810390199103,0.768780225788399,0,2,1.0,1,69.19359056580772,77.71451938785574,66.96616617863863,92.15363822401159,6,4,7,7,1,2030-03-31,17226,15,1
28,36,0.47887497005245266,-0.00024917541817413185,0,2,2.0,1,47.29330870828153,91.55879685000636,53.329505287521144,50.07439839446702,9,13,8,8,1,2030-04-01,41036,5,1
50,86,-0.8228614157581384,-0.6715921065175944,0,1,0.0,0,95.0,65.15117338831406,68.12565737266428,69.35121555560202,4,3,4,9,0,2030-04-02,42219,6,2
63,49,1.2934268749629496,2.708505650682349,0,3,2.0,1,65.72984613114492,74.466034144172,69.79983897000744,53.97425346725879,2,5,9,2,1,2030-04-03,24802,9,2
36,68,-0.9741573417780406,-0.7890161780532787,0,4,0.0,2,81.87948738064136,68.10575308633024,84.21107713696722,73.8073307868735,6,5,4,7,0,2030-04-04,31409,13,0
72,32,-0.6372256980459021,0.31812909398027156,1,3,,1,85.42502166788489,80.7422000483633,72.71229327635096,62.07659519087955,10,2,4,2,1,2030-04-05,45100,9,2
57,14,-0.5622991848948815,0.5099893873676294,0,6,0.0,5,63.72290754142291,74.3659735982042,75.36208429750823,87.55622151539276,3,6,5,6,0,2030-04-06,27677,5,2
65,28,0.743824460633133,0.5573094686182766,0,2,0.0,1,67.86476970226803,65.41627374629665,79.89343465391362,86.06746802104018,4,5,4,2,1,2030-04-07,33501,14,2
40,1,-0.804936367170773,2.1280169319065014,0,2,1.0,1,83.25872308001618,79.90423507052235,81.06485492443736,94.31053635832293,6,3,8,4,1,2030-04-08,31374,12,2
62,81,-1.799976570419055,0.04757039508893205,1,1,3.0,1,61.31590169619236,76.59717614429236,68.06829585063345,62.55834039582207,7,4,3,5,1,2030-04-09,42967,14,0
33,53,1.0880388357617128,-0.0950659358636343,0,2,3.0,2,95.0,75.99142799609128,66.73220577835373,77.65179584305449,3,6,8,4,1,2030-04-10,36376,14,2
63,36,-0.4443862851055618,1.5522780576075415,1,4,1.0,0,61.26544220887866,70.91753284671618,77.41531252131524,54.52311795283248,7,4,7,3,1,2030-04-11,26664,9,2
52,56,-1.068507632151937,-0.13588414606669152,0,1,1.0,2,92.79710927305462,49.29923677851619,82.95424382955514,83.58780349594102,1,6,6,7,1,2030-04-12,42479,13,0
58,52,-0.7548585532025398,0.8760243380191018,0,1,1.0,1,85.41069123195,75.16818899080883,85.57119953153449,59.4442873057142,11,4,7,4,1,2030-04-13,30008,11,2
32,59,1.7167627491843505,0.19438983859663922,0,2,1.0,1,78.46301550986334,40.0,63.13558282760194,65.93714520364381,9,4,10,6,1,2030-04-14,38255,4,0
36,68,-0.6570436972729109,0.9209749161571599,0,2,1.0,1,75.79056012680589,53.58143751831009,61.25192030223238,86.89460078202923,5,4,3,3,1,2030-04-15,33995,7,0
58,45,-0.12336810537690149,0.7254482770867019,1,5,1.0,1,83.45445259457527,89.8787593308296,94.75159066491604,71.1402989502228,3,4,8,3,0,2030-04-16,33750,11,2
35,36,-0.4469183622860159,-0.4031120994017806,0,0,0.0,2,,53.75394583965707,79.71266202637322,63.638885815207395,4,3,7,3,0,2030-04-17,47522,8,0
56,62,-1.2326625434337566,-1.8440126216583699,1,4,1.0,5,59.656890871532404,76.78136426271371,60.11112547597813,70.27011023930676,4,5,7,2,1,2030-04-18,24780,6,2
29,62,-0.7427185622469634,-1.6739087145441782,1,4,2.0,0,45.37186796645634,92.99533652499898,88.06649087869982,93.84620704419302,5,12,5,6,1,2030-04-19,27849,6,2
62,51,-1.3011084070064949,-1.8403785910958146,0,7,1.0,0,62.09781637930571,74.82959492101327,40.0,74.0550721851441,11,4,5,2,0,2030-04-20,38587,6,2
31,82,0.955881275680714,-0.09119664726125092,1,5,1.0,4,81.78307955478687,74.78172835862351,70.67740329213171,40.0,8,7,5,3,0,2030-04-21,18018,10,2
58,43,0.10087906461359576,-2.352625570054302,1,2,1.0,0,62.530798897257526,53.6102874359201,59.827941418680055,66.24987911419383,5,4,4,7,1,2030-04-22,28087,14,2
59,36,2.4826777621743212,-0.15999032037438216,0,0,1.0,0,40.0,90.76560087461172,57.142983092665816,84.67110037228734,7,3,9,3,1,2030-04-23,42804,8,2
39,56,-0.7089107249905889,0.13376734707099258,0,1,1.0,0,64.74745531695606,68.61115013137075,88.18804177468627,64.70051589962667,8,5,4,6,0,2030-04-24,20426,8,0
58,39,-0.8588602461456193,0.8562264445972516,0,4,1.0,0,81.04233019199467,75.93048596778856,77.43713435814901,79.76079733887772,6,5,4,5,1,2030-04-25,27781,5,1
53,57,1.5337597683553283,0.5043796726601891,0,1,2.0,2,50.68013243798116,74.82974106255956,61.26919701277316,79.61162855753268,11,8,6,7,1,2030-04-26,33747,10,1
41,37,1.0579770320681345,0.9018850682078121,0,4,3.0,0,74.09093513721172,58.411400854995506,95.0,79.93749363214415,5,5,3,6,1,2030-04-27,26007,11,0
34,43,0.384765021771022,0.4139051242353922,1,1,2.0,1,62.62119564150571,84.32278782192299,63.96250072851039,47.366711303783234,11,6,6,10,0,2030-04-28,40898,11,2
20,78,-1.1136915150882716,-0.3235415400584148,1,1,0.0,1,74.40272791407483,89.27075546268361,73.7817216614106,72.07442052479715,8,5,3,5,0,2030-04-29,33562,5,0
55,43,1.744996267727934,-0.10598294391407653,0,4,0.0,0,84.13155278382804,90.52684889304854,57.9637081397203,95.0,5,3,9,3,0,2030-04-30,27604,12,2
26,38,-0.07210315977034798,-0.8516439622642528,0,0,0.0,0,89.96573643224079,40.18365643960948,95.0,70.81278686651082,6,4,7,5,0,2030-05-01,38283,8,0
51,67,-0.43067512849503575,0.22808652833895818,0,6,0.0,1,95.0,68.29332020645576,59.917961561447655,91.16840675838061,6,4,4,6,1,2030-05-02,32443,8,1
46,34,1.1429597369182798,-1.5841955503765368,0,1,1.0,1,,56.819632425349845,55.900762132493604,93.53823284193558,4,5,5,8,0,2030-05-03,27690,15,2
60,39,-0.02229512125372992,1.0660354540063073,0,1,2.0,0,79.39479379921745,86.28568542080706,70.5783612492373,64.0143003418964,6,8,6,1,1,2030-05-04,32513,14,2
45,58,-1.1656700856318827,-0.9565938866318474,0,3,0.0,1,47.71907329565677,86.92066401393483,95.0,92.67266996722958,7,6,9,4,0,2030-05-05,19312,12,0
45,64,0.04030259949858179,0.15384532167798443,0,0,0.0,0,56.57000665819969,88.39646065170383,49.44286916007759,79.33573058875226,9,10,5,3,1,2030-05-06,26746,10,1
60,68,-0.7813488015707639,0.32147833530758796,0,3,2.0,0,95.0,63.60181521098188,55.52737297938965,77.98921438805687,6,5,7,4,1,2030-05-07,25609,9,2
55,38,-3.0,1.1627229196543776,0,4,0.0,1,70.89250885132144,89.42007542226438,79.97047132543078,65.51214569529627,5,6,4,5,0,2030-05-08,50828,8,1
54,58,-0.881710192150132,-1.6811633581033236,0,1,0.0,0,65.37446744287841,78.53029649720803,49.238325124748286,69.6977899882586,8,6,3,2,1,2030-05-09,21256,12,2
57,43,-0.5277355708678508,-0.3254592029026878,0,4,2.0,1,54.378578879261354,68.09352616472307,89.82670444873679,81.23594455918894,8,7,5,3,1,2030-05-10,29203,8,0
26,40,-1.155645109293048,0.5498478356799932,0,5,1.0,0,80.66637654791725,90.83324606651554,67.41435094686445,44.94399398471593,3,11,4,5,0,2030-05-11,34841,8,2
61,68,0.5752465321140376,1.7511835130121287,0,6,2.0,0,71.3622132587789,81.68055869509885,70.1714277555567,95.0,13,4,8,9,1,2030-05-12,30205,6,2
59,41,-0.7774477573287817,-0.03882772723444496,1,3,2.0,0,55.5700508085221,40.0,60.02207388860017,56.53035133619627,5,8,6,7,1,2030-05-13,28104,12,2
34,54,0.47842620083445625,-0.594345708009482,1,2,1.0,0,62.21111410670036,47.69673715437676,61.305887351663436,92.9582508671055,3,6,8,5,1,2030-05-14,26359,11,0
46,52,-1.2333197363683148,2.026988756200049,0,6,0.0,0,72.37859848280145,60.16352433739398,61.09891042651326,93.73381614390196,1,6,11,8,0,2030-05-15,24382,12,2
49,33,0.9092189210825384,0.8025606718547863,0,5,1.0,2,84.11457225447276,73.36257247839413,81.81376781248295,54.5688502751659,12,5,6,2,0,2030-05-16,19914,7,2
47,64,-1.2764825266664916,1.3736332718451807,0,3,1.0,0,60.24321969479212,93.93225016551634,86.82360456953047,88.77850505066306,6,8,5,5,1,2030-05-17,23349,10,1
55,58,-2.341530409391073,-1.2095407276996253,0,8,0.0,2,89.49677678665208,91.07455933598825,92.75782104398209,81.93845244204158,3,3,8,7,0,2030-05-18,32178,6,2
71,20,1.2372625851632273,0.521129104119611,0,5,1.0,3,76.26725690552834,66.75283123858729,71.57693868638479,52.733037476334175,3,5,5,8,0,2030-05-19,37289,4,2
66,54,-0.8558938037311713,-1.0833252609130402,0,6,1.0,1,68.49283647080412,70.20421308499157,64.78892365799912,90.28840235939867,6,6,5,6,1,2030-05-20,24495,7,2
30,38,1.7569290581994084,-1.3050440031429171,0,3,2.0,0,58.85913565044301,50.22881733892416,61.49887374032659,73.77070808731544,4,6,8,2,0,2030-05-21,29431,9,1
59,66,0.5645919012080699,0.5818800633396266,1,3,2.0,1,84.72602565426007,85.53334149341084,46.780731740098176,78.2992703720639,5,3,3,5,0,2030-05-22,39059,7,2
69,28,,0.6518473989183489,1,5,2.0,2,85.19592378760893,75.6568874414841,43.495912532481114,84.22909305818506,10,5,7,3,0,2030-05-23,14421,5,2
55,44,1.0454725004660728,-0.48201191812596833,1,5,1.0,0,79.92268129241438,67.55001835900065,67.80887247221543,60.58595274760285,7,4,4,3,1,2030-05-24,24913,11,2
66,55,0.11267934624906932,1.4320372285575054,1,0,1.0,0,74.89400718974304,62.57303080480736,70.4273248101763,77.57950400602404,7,8,7,4,1,2030-05-25,33947,8,0
80,50,0.12405541783853893,-0.36901978233940563,0,3,1.0,1,,79.36391317613221,65.13102692852769,68.1592210186646,2,5,4,4,1,2030-05-26,39341,5,2
65,61,1.2813400241943087,-0.26998101390414114,1,2,1.0,1,62.8780074085672,77.95293651578916,72.32274670461105,66.5275590091877,6,3,9,2,0,2030-05-27,51800,2,2
53,27,0.11135849569809807,-0.03603877499436187,0,2,0.0,0,63.3395974508811,76.11719570552816,95.0,75.11739783819414,6,4,6,7,0,2030-05-28,21364,7,2
65,74,-0.7281768467966099,-0.2429427766523051,1,2,1.0,0,50.133934738255036,95.0,70.41368635096136,67.43473307697069,8,4,13,3,0,2030-05-29,31322,7,0
52,57,0.5857585601622237,1.2772621273506148,1,3,1.0,0,75.88694317481557,81.19065698317087,82.40222120870114,81.11065645739023,6,7,2,6,0,2030-05-30,42219,11,0
50,70,-2.1136434143849523,-1.0417033354840541,0,4,0.0,1,68.82987342623929,70.01872219251989,73.31578628429723,65.6703111344057,5,7,10,5,0,2030-05-31,43161,9,0
44,63,1.3195588015602135,-0.7543431907634679,1,3,0.0,0,73.01892417079553,91.72099351196906,60.415216886925506,66.0488006867047,2,4,7,6,0,2030-06-01,39816,7,2
73,49,1.3404391359650913,-1.1914075468771306,0,5,0.0,1,89.51484939771575,44.68751762162019,61.44720034667563,61.61651302725024,5,6,3,3,0,2030-06-02,32652,15,2
37,30,1.198166668123079,1.8835170729953161,0,4,2.0,1,43.36941488857094,87.13056822024707,63.76535094395064,51.84159088862633,4,6,8,1,0,2030-06-03,24066,11,2
72,41,1.1597719623776943,-0.32451932033938935,1,5,0.0,1,67.62914230138036,75.52232412080792,95.0,92.18680484500818,3,5,10,4,0,2030-06-04,41869,7,2
57,73,-0.08417532534112314,-0.7685165669797679,0,4,1.0,0,,73.20217382400843,66.10158933690714,75.69108381922733,3,9,1,7,0,2030-06-05,54392,12,0
29,70,-0.10668238449302246,-0.2873076878663312,1,3,4.0,1,84.84390126923176,69.5239944116873,93.65993771229765,95.0,7,3,6,4,1,2030-06-06,11220,11,0
55,40,-1.2296400897708561,0.849056101242407,0,3,,0,51.320978760996134,71.76039862270473,64.75070987431336,76.73606804827601,9,3,8,1,1,2030-06-07,33669,6,0
